"ICD","Flag","ICDString","Phecode","PhecodeString","PhecodeCategory"
"E11.3542","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3","10","Type 1 diabetes mellitus with ophthalmic complications","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3491","10","Diabetes with severe nonp rtnop without macular edema, r eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3391","10","Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.319","10","Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy without macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3499","10","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3499","10","Diabetes with severe nonp rtnop without macular edema, unsp","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3399","10","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.353","10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.351","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3533","10","Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3519","10","Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.329","10","Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.339","10","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3211","10","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3292","10","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3523","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3293","10","Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3","10","Type 2 diabetes mellitus with ophthalmic complications","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3513","10","Diabetes with prolif diabetic rtnop with macular edema, bi","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3551","10","Other specified diabetes mellitus with stable proliferative diabetic retinopathy, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.355","10","Type 1 diabetes mellitus with stable proliferative diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3391","10","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3541","10","Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.34","10","Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.351","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.351","10","Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3291","10","Drug/chem diab with mild nonp rtnop w/o mclr edema, r eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3391","10","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.31","10","Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.329","10","Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.353","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.39","10","Drug/chem diabetes w oth diabetic ophthalmic complication","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.351","10","Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3513","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3492","10","Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy without macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3531","10","Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3599","10","Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.33","10","Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3213","10","Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3541","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3593","10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3549","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3591","10","Drug/chem diab with prolif diab rtnop w/o mclr edema, r eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.37X3","10","Diabetes with diabetic macular edema, resolved fol trtmt, bi","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3293","10","Drug/chem diab with mild nonp rtnop without mclr edema, bi","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3553","10","Type 1 diabetes with stable prolif diabetic rtnop, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.32","10","Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3591","10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3499","10","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.36","10","Diabetes mellitus due to underlying condition with diabetic cataract","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3219","10","Drug/chem diab with mild nonp rtnop with macular edema, unsp","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3513","10","Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3593","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3313","10","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.319","10","Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.39","10","Diabetes mellitus due to underlying condition with other diabetic ophthalmic complication","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3592","10","Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.354","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3291","10","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3392","10","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3399","10","Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3491","10","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3299","10","Diabetes with mild nonp rtnop without macular edema, unsp","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3213","10","Drug/chem diab with mild nonp rtnop with macular edema, bi","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3292","10","Drug/chem diab with mild nonp rtnop w/o mclr edema, l eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.32","10","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.31","10","Type 2 diabetes mellitus with unspecified diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3592","10","Drug/chem diab with prolif diab rtnop w/o mclr edema, l eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.37X2","10","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.331","10","Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.311","10","Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3533","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.353","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3543","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.321","10","Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3312","10","Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3549","10","Drug/chem diab with prolif diab rtnop with comb detach, unsp","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3313","10","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.34","10","Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.339","10","Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3212","10","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.31","10","Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.37X9","10","Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3543","10","Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.32","10","Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3399","10","Drug/chem diab with mod nonp rtnop without mclr edema, unsp","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3412","10","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.37X1","10","Diabetes mellitus due to underlying condition with diabetic macular edema, resolved following treatment, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3511","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.36","10","Type 1 diabetes mellitus with diabetic cataract","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3313","10","Diabetes with moderate nonp rtnop with macular edema, bi","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3413","10","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3529","10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.319","10","Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.339","10","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.352","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.35","10","Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.331","10","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3552","10","Diabetes with stable prolif diabetic retinopathy, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.33","10","Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.352","10","Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.321","10","Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3491","10","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.341","10","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3212","10","Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3412","10","Drug/chem diab with severe nonp rtnop with mclr edema, l eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.359","10","Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3411","10","Diabetes with severe nonp rtnop with macular edema, r eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3559","10","Diabetes with stable prolif diabetic retinopathy, unsp","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3311","10","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3291","10","Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3591","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.311","10","Other specified diabetes mellitus with unspecified diabetic retinopathy with macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3511","10","Drug/chem diab with prolif diab rtnop with mclr edema, r eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3531","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3311","10","Diabetes with moderate nonp rtnop with macular edema, r eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3411","10","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.349","10","Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3529","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3541","10","Diabetes with prolif diabetic rtnop with comb detach, r eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3553","10","Other specified diabetes mellitus with stable proliferative diabetic retinopathy, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3511","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3549","10","Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3292","10","Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3523","10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.37X2","10","Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.355","10","Diabetes mellitus due to underlying condition with stable proliferative diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3551","10","Type 1 diabetes with stable prolif diabetic rtnop, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3311","10","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.331","10","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.37","10","Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.359","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3211","10","Diabetes with mild nonp rtnop with macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3392","10","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3599","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3551","10","Type 2 diabetes with stable prolif diabetic rtnop, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3532","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3551","10","Diabetes with stable prolif diabetic retinopathy, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3399","10","Diabetes mellitus due to underlying condition with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.37X1","10","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.311","10","Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy with macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.37X1","10","Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.311","10","Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3529","10","Drug/chem diab w prolif diab rtnop w trctn dtch macula, unsp","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3529","10","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.321","10","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.349","10","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3492","10","Drug/chem diab with severe nonp rtnop w/o mclr edema, l eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3512","10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3313","10","Drug/chem diab with mod nonp rtnop with macular edema, bi","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3291","10","Diabetes with mild nonp rtnop without macular edema, r eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.35","10","Other specified diabetes mellitus with proliferative diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3292","10","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3492","10","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3313","10","Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3291","10","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.329","10","Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.341","10","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3533","10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.36","10","Type 2 diabetes mellitus with diabetic cataract","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3531","10","Drug/chem diab w prolif diab rtnop w trctn dtch n-mcla,r eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3319","10","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.349","10","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3522","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3419","10","Diabetes with severe nonp rtnop with macular edema, unsp","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.329","10","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.321","10","Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3392","10","Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.3392","10","Drug/chem diab with mod nonp rtnop without mclr edema, l eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.341","10","Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.35","10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3539","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.39","10","Type 1 diabetes mellitus with other diabetic ophthalmic complication","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3552","10","Type 2 diabetes with stable prolif diabetic rtnop, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E09.37X1","10","Drug/chem diab w diab mclr edma, resolved fol trtmt, r eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3523","10","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3412","10","Diabetes with severe nonp rtnop with macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.3512","10","Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3521","10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3393","10","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3413","10","Diabetes with severe nonp rtnop with macular edema, bi","250.7","Diabetic retinopathy","endocrine/metabolic"
"E13.339","10","Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.311","10","Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy with macular edema","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3531","10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.352","10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.31","10","Type 1 diabetes mellitus with unspecified diabetic retinopathy","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.37X3","10","Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3411","10","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E08.3592","10","Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy without macular edema, left eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E11.3299","10","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3491","10","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye","250.7","Diabetic retinopathy","endocrine/metabolic"
"E10.3493","10","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral","250.7","Diabetic retinopathy","endocrine/metabolic"
